date,league,host,guest,h_res,g_res,b1,bX,b2,HA_win,HA_draw,HA_loss,HA_goal_avg,HA_loss_avg,HA_yellow,HA_red,HA_corner,HA_penalty,HA_offside,GA_win,GA_draw,GA_loss,GA_goal_avg,GA_loss_avg,GA_yellow,GA_red,GA_corner,GA_penalty,GA_offside,HJ_win,HJ_draw,HJ_loss,HJ_goal_avg,HJ_loss_avg,HJ_yellow,HJ_red,HJ_corner,HJ_penalty,HJ_offside,GJ_win,GJ_draw,GJ_loss,GJ_goal_avg,GJ_loss_avg,GJ_yellow,GJ_red,GJ_corner,GJ_penalty,GJ_offside,H_place,G_place,num_place
09_03_2025,РОССИЯ. ПРЕМЬЕР-ЛИГА,Крылья Советов,Акрон,0,2,2.0,3.7,3.8,2,2,6,1.2,1.9,1.4,0.0,3.2,8.5,1.1,6,1,3,1.2,1.1,1.0,0.0,2.0,5.0,0.5,0,0,1,1.0,,0.0,4.0,9.0,1.0,,1,0,0,2.0,,0.0,3.0,3.0,0.0,,10,9,16
09_03_2025,РОССИЯ. ПРЕМЬЕР-ЛИГА,Рубин,Спартак Москва,2,1,5.2,3.8,1.72,5,2,3,1.5,1.1,2.0,0.0,2.7,8.1,0.6,8,0,2,2.2,1.0,0.8,0.0,2.4,6.9,0.5,1,1,3,0.8,,3.2,0.0,4.6,14.4,1.2,3,1,1,1.8,,2.8,0.0,6.6,16.2,2.0,8,3,16
09_03_2025,АНГЛИЯ. ПРЕМЬЕР-ЛИГА,Челси,Лестер,1,0,1.23,7.4,11.5,5,1,4,2.1,1.5,2.0,0.0,4.9,10.8,1.9,2,0,8,1.0,2.3,1.5,0.0,3.5,10.8,0.9,6,1,2,1.9,,2.0,0.0,5.1,9.9,1.3,2,1,6,1.1,,2.2,0.1,2.6,10.9,1.1,5,19,20
09_03_2025,АНГЛИЯ. ПРЕМЬЕР-ЛИГА,Тоттенхэм,Борнмут,2,2,2.75,3.9,2.4,5,0,5,1.5,1.3,1.2,0.0,5.6,12.7,1.1,6,1,3,2.3,1.1,2.9,0.1,6.0,10.2,1.8,3,0,2,2.0,,2.2,0.0,3.0,11.6,1.4,2,0,3,1.4,,1.8,0.0,4.8,6.6,1.8,13,9,20
09_03_2025,АНГЛИЯ. ПРЕМЬЕР-ЛИГА,Манчестер Юнайтед,Арсенал,1,1,5.6,3.6,1.72,5,2,3,1.4,1.1,1.5,0.1,5.5,13.5,1.6,6,2,2,2.2,0.8,1.8,0.2,8.0,13.1,2.2,4,0,6,1.4,,2.1,0.0,1.9,6.0,1.1,6,0,4,1.8,,1.4,0.0,5.3,6.5,1.2,15,2,20
09_03_2025,ГЕРМАНИЯ. БУНДЕСЛИГА,Айнтрахт Франкфурт,Унион Берлин,1,2,1.75,4.15,4.5,4,3,3,1.4,1.6,1.3,0.0,3.8,8.7,1.4,2,1,7,0.8,1.9,1.7,0.1,4.6,8.6,1.6,4,2,2,1.3,,1.4,0.0,1.5,5.1,0.8,2,2,4,0.8,,2.4,0.0,1.9,3.1,1.4,4,14,18
09_03_2025,ГЕРМАНИЯ. БУНДЕСЛИГА,Хоффенхайм,Хайденхайм,1,1,1.83,3.9,4.3,4,2,4,1.7,2.3,2.0,0.0,4.7,12.0,2.1,1,2,7,1.0,2.1,1.6,0.0,4.1,14.3,1.9,2,2,0,1.5,,2.8,0.0,4.5,8.5,0.8,0,2,2,0.8,,0.5,0.0,5.5,9.3,0.3,13,18,18
09_03_2025,ИСПАНИЯ. ПРИМЕРА ДИВИЗИОН,Хетафе,Атлетико Мадрид,2,1,4.9,3.2,1.92,5,2,3,1.1,1.1,3.4,0.1,3.5,14.9,2.1,5,4,1,2.3,1.0,2.2,0.1,4.1,12.8,1.2,0,2,7,1.0,,2.8,0.1,2.7,5.8,0.2,7,2,0,2.8,,2.4,0.1,2.0,5.6,2.0,14,2,20
09_03_2025,ИСПАНИЯ. ПРИМЕРА ДИВИЗИОН,Реал Мадрид,Райо Вальекано,2,1,1.3,5.9,10.5,6,2,2,1.7,1.1,1.3,0.1,6.2,11.9,1.1,5,2,3,1.2,1.0,2.4,0.1,4.3,10.8,1.3,3,3,1,1.6,,2.4,0.0,4.1,7.7,1.4,1,3,3,1.3,,3.9,0.0,1.6,6.4,0.9,3,7,20
10_03_2025,ИСПАНИЯ. ПРИМЕРА ДИВИЗИОН,Атлетик Бильбао,Мальорка,1,1,1.72,3.6,5.6,4,3,3,2.0,1.3,1.3,0.0,6.2,12.2,0.8,2,3,5,0.7,1.7,1.8,0.1,3.7,12.3,2.2,3,4,1,1.3,,1.3,0.0,3.1,5.9,1.1,1,4,3,0.6,,3.1,0.1,0.8,6.9,1.4,4,9,20
10_03_2025,ИСПАНИЯ. ПРИМЕРА ДИВИЗИОН,Бетис,Лас-Пальмас,1,0,1.45,4.8,7.6,5,2,3,1.8,1.3,2.3,0.3,5.6,15.6,1.3,1,2,7,0.8,2.1,2.9,0.2,3.9,14.2,2.0,1,2,0,1.3,,1.3,0.0,6.3,18.0,5.3,0,2,1,1.0,,2.7,0.0,3.7,15.7,3.7,6,19,20
10_03_2025,ИСПАНИЯ. ПРИМЕРА ДИВИЗИОН,Реал Сосьедад,Севилья,0,1,2.25,3.15,3.65,5,1,4,1.6,1.5,1.8,0.3,5.2,13.6,1.4,2,5,3,1.4,1.7,2.3,0.0,5.2,9.5,1.4,4,2,1,1.4,,1.7,0.0,3.3,6.4,1.1,1,2,4,0.9,,1.4,0.6,1.9,10.3,0.9,10,12,20
09_03_2025,ИТАЛИЯ. СЕРИЯ А,Верона,Болонья,1,2,5.2,3.45,1.8,3,2,5,0.6,1.6,2.4,0.0,4.8,10.8,1.8,6,3,1,1.4,0.9,1.9,0.0,4.8,16.4,2.4,3,2,4,0.9,,2.6,0.1,2.7,7.0,1.8,4,2,3,1.2,,2.0,0.2,4.2,14.4,0.6,15,6,20
09_03_2025,ИТАЛИЯ. СЕРИЯ А,Наполи,Фиорентина,2,1,1.57,4.05,6.5,5,4,1,1.7,1.0,1.2,0.0,6.2,12.3,1.3,3,1,6,1.0,1.6,2.4,0.0,3.5,15.4,2.1,4,2,3,1.8,,1.6,0.1,2.9,11.2,1.4,3,2,4,1.6,,1.8,0.1,3.9,10.6,1.3,2,7,20
10_03_2025,ИТАЛИЯ. СЕРИЯ А,Эмполи,Рома,0,1,3.9,3.45,2.05,1,3,6,0.7,2.4,1.5,0.1,4.6,13.8,1.8,7,2,1,1.8,0.9,2.2,0.0,5.0,13.1,1.5,2,0,5,1.0,,2.6,0.1,3.1,8.9,1.4,5,0,2,2.7,,1.4,0.0,3.3,9.7,1.0,18,9,20
10_03_2025,ИТАЛИЯ. СЕРИЯ А,Ювентус,Аталанта,0,4,2.65,3.3,2.85,6,0,4,1.5,1.1,1.1,0.0,5.3,12.2,1.4,3,4,3,1.7,1.0,1.8,0.1,5.4,8.9,1.8,2,6,1,1.1,,1.8,0.0,3.8,9.2,1.3,1,6,2,0.9,,1.9,0.0,3.2,7.3,0.2,4,3,20
09_03_2025,ФРАНЦИЯ. ЛИГА 1,Брест,Анже,2,0,1.75,3.8,4.9,2,2,6,1.1,2.6,1.5,0.0,5.9,11.4,1.5,4,2,4,1.4,1.5,1.4,0.1,3.8,10.7,2.4,4,0,1,2.0,,0.2,0.2,0.8,3.0,0.2,1,0,4,0.6,,1.6,0.2,0.4,2.4,0.2,10,13,18
09_03_2025,ФРАНЦИЯ. ЛИГА 1,Нант,Страсбур,0,1,2.65,3.35,2.8,2,4,4,1.2,2.0,2.0,0.1,4.1,12.9,0.7,6,2,2,1.3,0.9,2.4,0.1,4.1,13.1,1.9,1,2,5,0.9,,2.1,0.0,2.4,5.5,0.6,5,2,1,1.8,,1.6,0.1,1.6,6.4,0.0,14,7,18
09_03_2025,ФРАНЦИЯ. ЛИГА 1,Гавр,Сент-Этьен,1,1,2.25,3.6,3.15,2,2,6,1.2,2.2,1.7,0.2,4.1,9.5,1.1,1,3,6,1.2,2.6,1.9,0.2,3.6,11.5,1.5,2,1,0,3.3,,2.7,0.0,1.3,3.3,1.3,0,1,2,0.7,,2.7,1.0,0.7,4.3,0.7,16,17,18
09_03_2025,ФРАНЦИЯ. ЛИГА 1,Реймс,Осер,0,2,2.45,3.35,3.05,3,2,5,0.5,1.5,1.9,0.2,3.9,12.6,1.9,1,4,5,1.1,1.6,1.3,0.2,4.1,11.0,1.6,2,2,1,1.4,,1.4,0.0,1.8,2.0,0.4,1,2,2,1.0,,0.8,0.0,1.0,2.0,0.4,15,12,18
10_03_2025,ФРАНЦИЯ. ЛИГА 1,Ницца,Лион,0,2,2.05,3.65,3.6,5,2,3,1.6,0.9,1.6,0.0,6.1,9.7,1.2,4,4,2,1.9,1.1,1.5,0.0,5.9,13.2,1.4,2,2,3,1.1,,0.9,0.0,2.9,5.0,1.4,3,2,2,1.6,,1.0,0.1,1.6,5.4,0.7,3,6,18
09_03_2025,РОССИЯ. 1-Я ЛИГА,Сокол Саратов,Нефтехимик Нижнекамск,1,3,2.6,2.8,3.2,1,2,7,0.5,1.4,,,,,,2,3,5,1.0,1.2,,,,,,0,4,1,0.6,,,,,,,1,4,0,0.8,,,,,,,16,12,18
09_03_2025,РОССИЯ. 1-Я ЛИГА,Сочи,Урал,1,0,2.05,3.15,4.0,6,2,2,1.7,0.9,,,,,,5,3,2,1.6,1.6,,,,,,2,3,4,1.4,,1.4,0.0,3.0,9.1,0.9,4,3,2,1.6,,1.9,0.1,2.9,9.4,1.7,5,4,18
09_03_2025,РОССИЯ. 1-Я ЛИГА,Шинник,СКА Хабаровск,0,1,2.4,2.9,3.4,2,6,2,0.4,0.6,,,,,,6,3,1,2.1,1.3,,,,,,2,2,3,0.6,,0.1,,,,,3,2,2,1.3,,0.3,,,,,14,6,18
09_03_2025,РОССИЯ. 1-Я ЛИГА,Торпедо Москва,Уфа,0,0,1.5,4.0,7.2,5,2,3,1.3,1.0,,,,,,3,1,6,1.0,1.5,,,,,,1,0,1,1.0,,,,,,,1,0,1,0.5,,,,,,,2,15,18
10_03_2025,КУБОК ЛИБЕРТАДОРЕС. ДО 20 ЛЕТ. ГРУППОВОЙ ЭТАП,Блуминг Санта Крус U20,Серро Портеньо U20,0,0,12.0,5.8,1.2,0,1,1,0.0,3.0,,,,,,4,0,3,1.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4
10_03_2025,КУБОК ЛИБЕРТАДОРЕС. ДО 20 ЛЕТ. ГРУППОВОЙ ЭТАП,Палмейрас Сан-Паулу U20,Индепендьенте дель Валье U20,3,0,1.5,4.0,6.1,7,1,2,2.9,0.7,,,,,,4,1,2,1.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4
09_03_2025,ПОРТУГАЛИЯ. ПРЕМЬЕР-ЛИГА,Санта-Клара,Морейренше,1,1,2.03,3.05,4.3,3,3,4,0.9,1.1,2.8,0.1,4.5,12.2,0.9,1,4,5,1.0,1.5,1.8,0.0,2.9,12.5,1.4,0,0,1,3.0,,0.0,7.0,10.0,2.0,,1,0,0,0.0,,0.0,1.0,16.0,0.0,,5,12,18
10_03_2025,ПОРТУГАЛИЯ. ПРЕМЬЕР-ЛИГА,Каса Пия,Спортинг Лиссабон,1,3,6.4,4.3,1.5,5,1,4,1.5,1.4,2.4,0.0,2.8,11.9,0.8,4,5,1,1.5,1.1,1.8,0.2,4.9,15.7,0.8,0,0,6,1.0,,2.3,0.0,1.2,5.5,1.3,6,0,0,3.5,,0.8,0.0,3.2,7.5,0.8,6,1,18
10_03_2025,ПОРТУГАЛИЯ. ПРЕМЬЕР-ЛИГА,Боавишта,Витория Гимарайнш,1,2,5.6,3.7,1.65,1,1,8,0.5,2.1,2.2,0.3,3.7,15.7,2.7,2,6,2,1.3,1.2,2.3,0.0,6.2,13.6,1.6,1,3,2,1.2,,5.3,0.3,2.5,8.5,0.3,2,3,1,1.3,,3.5,0.2,2.8,8.0,1.7,18,7,18
09_03_2025,НИДЕРЛАНДЫ. ПРЕМЬЕР-ЛИГА,Виллем II,Утрехт,2,3,4.0,3.55,1.92,2,2,6,1.1,2.2,1.7,0.1,3.9,9.1,0.7,3,4,3,1.3,1.6,1.3,0.1,4.4,11.5,1.1,0,0,1,3.0,,0.0,7.0,9.0,0.0,,1,0,0,2.0,,0.0,7.0,9.0,4.0,,15,3,18
09_03_2025,НИДЕРЛАНДЫ. ПРЕМЬЕР-ЛИГА,ПЕК Зволле,Аякс,0,1,5.5,4.2,1.58,2,4,4,1.4,1.5,1.2,0.0,4.1,11.9,1.1,7,0,3,1.7,0.7,1.9,0.1,3.8,11.7,1.8,1,1,4,0.7,,1.5,0.0,0.5,4.0,1.2,4,1,1,2.0,,1.5,0.0,2.2,5.3,1.7,14,1,18
09_03_2025,НИДЕРЛАНДЫ. ПРЕМЬЕР-ЛИГА,НЕК Неймеген,Гоу Эхед Иглз,2,3,2.15,3.6,3.25,2,4,4,1.4,1.7,1.5,0.0,3.1,7.8,1.0,7,1,2,2.1,1.4,0.8,0.0,4.5,9.5,1.5,3,3,4,1.2,,1.9,0.0,1.8,4.1,0.2,4,3,3,1.7,,1.6,0.0,3.4,3.8,0.4,13,7,18
09_03_2025,НИДЕРЛАНДЫ. ПРЕМЬЕР-ЛИГА,Твенте,Алмере Сити,1,0,1.28,5.9,10.0,5,3,2,1.9,1.6,1.9,0.1,5.5,11.1,1.9,2,2,6,0.9,1.7,2.0,0.1,4.0,10.7,1.1,3,1,0,3.3,,0.5,0.0,6.0,8.3,2.0,0,1,3,0.8,,1.3,0.0,3.3,7.3,0.5,5,18,18
09_03_2025,ТУРЦИЯ. СУПЕРЛИГА,Сивасспор,Гезтепе,3,1,3.55,3.25,2.15,1,2,7,0.8,1.8,1.7,0.3,2.6,13.5,1.5,5,2,3,1.7,0.7,1.4,0.0,3.3,7.1,1.9,0,0,1,2.0,,0.0,4.0,21.0,1.0,,1,0,0,3.0,,0.0,4.0,8.0,4.0,,17,6,19
09_03_2025,ТУРЦИЯ. СУПЕРЛИГА,Эюпспор,Коньяспор,2,1,2.25,3.25,3.3,4,2,4,1.0,1.1,2.0,0.1,3.0,8.1,1.3,3,3,4,1.5,1.4,2.2,0.1,4.2,9.6,1.4,0,0,2,1.0,,1.0,0.0,1.0,6.0,1.0,2,0,0,2.5,,2.5,0.0,2.5,6.0,0.5,5,14,19
09_03_2025,ТУРЦИЯ. СУПЕРЛИГА,Самсунспор,Адана Демирспор,3,2,1.25,6.1,11.5,5,3,2,1.2,1.1,2.4,0.0,4.4,12.8,0.8,1,2,7,1.1,2.2,1.8,0.1,3.3,15.3,1.7,2,1,0,2.3,,2.3,0.0,5.3,7.7,2.7,0,1,2,1.3,,2.7,0.0,5.3,16.3,1.3,3,19,19
10_03_2025,ТУРЦИЯ. СУПЕРЛИГА,Аланьяспор,Галатасарай,1,2,5.0,4.3,1.6,4,2,4,1.6,1.8,2.5,0.0,4.1,12.1,1.4,4,4,2,1.7,1.3,2.1,0.0,3.4,11.5,1.1,0,1,5,0.7,,1.8,0.0,2.0,8.8,1.7,5,1,0,2.8,,1.2,0.3,4.2,6.0,1.7,13,1,19
09_03_2025,БЕЛЬГИЯ. ПРЕМЬЕР-ЛИГА,Серкль Брюгге,Брюгге,1,3,4.6,3.7,1.75,2,6,2,0.8,1.0,1.3,0.2,4.0,12.6,1.2,3,3,4,1.4,1.6,1.1,0.0,5.0,8.4,0.9,1,6,2,0.8,,2.0,0.0,0.8,2.1,0.2,2,6,1,1.3,,1.7,0.0,1.0,1.7,0.1,12,2,16
09_03_2025,БЕЛЬГИЯ. ПРЕМЬЕР-ЛИГА,Вестерло,Андерлехт,2,0,3.1,3.45,2.3,2,3,5,1.6,1.9,2.3,0.1,6.1,10.8,1.1,4,2,4,1.6,1.5,1.5,0.0,5.0,12.7,0.8,1,2,3,1.2,,2.2,0.0,0.7,1.7,0.2,3,2,1,2.0,,1.7,0.0,0.5,2.3,0.0,13,4,16
10_03_2025,БЕЛЬГИЯ. ПРЕМЬЕР-ЛИГА,Антверпен,Гент,0,1,2.15,3.65,3.15,3,5,2,1.3,1.3,2.1,0.1,4.3,8.3,1.5,3,6,1,1.0,1.0,1.3,0.0,5.3,9.2,1.3,4,3,0,1.3,,2.4,0.0,0.7,1.9,0.6,0,3,4,0.6,,2.3,0.1,0.1,1.1,0.4,5,6,16
10_03_2025,БЕЛЬГИЯ. ПРЕМЬЕР-ЛИГА,Унион Сент-Жиллуаз,Стандард,3,0,1.37,4.9,8.0,7,0,3,1.9,1.0,2.7,0.0,5.4,12.9,2.3,4,2,4,1.0,1.2,1.9,0.0,4.1,9.4,1.9,5,1,1,2.1,,1.7,0.0,1.1,1.9,0.1,1,1,5,1.1,,3.4,0.0,0.1,1.9,0.0,3,7,16
10_03_2025,ГРЕЦИЯ. СУПЕРЛИГА 1,ФК Калитея,ПАОК,2,1,7.1,4.7,1.43,3,0,7,0.8,1.4,2.8,0.1,4.7,15.6,1.6,5,0,5,2.0,1.0,2.1,0.0,5.2,14.0,2.0,0,1,0,5.0,,0.0,4.0,13.0,2.0,,0,1,0,1.0,,0.0,7.0,14.0,1.0,,13,4,14
10_03_2025,ГРЕЦИЯ. СУПЕРЛИГА 1,Ламия,Волос,1,0,5.5,3.7,1.65,1,0,9,0.4,2.4,2.1,0.2,4.0,15.3,1.4,1,2,7,0.8,1.9,3.0,0.1,4.4,16.6,0.6,1,4,3,1.0,,1.8,0.0,2.1,11.0,0.9,3,4,1,1.6,,2.0,0.0,2.8,11.8,0.5,14,12,14
10_03_2025,ГРЕЦИЯ. СУПЕРЛИГА 1,Панаитоликос,Левадиакос,0,0,2.15,3.0,3.9,3,1,6,0.5,1.0,1.9,0.1,3.5,15.2,1.6,4,2,4,1.2,0.9,3.5,0.0,4.0,16.0,1.0,0,4,0,0.8,,3.0,0.0,2.3,13.8,1.3,0,4,0,0.8,,3.3,0.0,3.0,11.5,0.8,9,10,14
10_03_2025,ГРЕЦИЯ. СУПЕРЛИГА 1,Астерас Триполис,Пансерраикос,1,2,1.8,3.55,4.7,5,1,4,1.0,1.0,2.7,0.3,3.9,14.8,1.4,2,3,5,0.9,1.8,2.8,0.1,3.7,13.8,1.8,1,1,5,0.7,,3.1,0.0,2.6,8.7,0.3,5,1,1,1.6,,2.6,0.0,2.4,8.3,0.9,7,11,14
10_03_2025,ГРЕЦИЯ. СУПЕРЛИГА 1,Олимпиакос Пирей,ОФИ,1,0,1.23,6.6,11.5,7,2,1,2.0,0.6,2.2,0.1,5.0,13.0,2.2,6,1,3,1.6,1.4,3.2,0.1,4.2,16.7,1.1,7,0,0,2.4,,1.3,0.0,2.0,5.1,0.9,0,0,7,0.4,,2.1,0.1,1.1,8.0,0.0,1,6,14
10_03_2025,ГРЕЦИЯ. СУПЕРЛИГА 1,Арис Салоники,АЕК Афины,0,0,5.6,3.75,1.65,4,2,4,1.1,1.2,2.2,0.1,4.7,12.9,1.8,6,1,3,1.6,1.1,2.4,0.0,5.0,12.5,2.3,1,3,6,0.7,,2.7,0.0,1.0,15.5,1.3,6,3,1,1.7,,3.1,0.0,5.3,12.9,2.1,5,2,14
10_03_2025,ГРЕЦИЯ. СУПЕРЛИГА 1,Атромитос Афины,Панатинаикос,1,1,4.6,3.5,1.82,5,0,5,1.2,1.0,2.4,0.1,3.6,15.0,1.5,5,1,4,1.5,1.4,2.6,0.0,6.4,16.4,1.4,2,1,7,0.8,,2.2,0.1,0.5,5.3,0.9,7,1,2,2.1,,1.1,0.1,2.3,7.5,0.6,8,3,14
09_03_2025,АНГЛИЯ. ЧЕМПИОНШИП,Портсмут,Лидс Юнайтед,1,0,7.5,4.7,1.4,5,1,4,1.3,1.3,2.1,0.0,6.1,12.5,1.3,7,2,1,2.4,0.5,1.4,0.0,8.1,11.3,2.9,0,1,0,4.0,,0.0,0.0,19.0,1.0,,0,1,0,2.0,,0.0,12.0,22.0,0.0,,17,1,24
09_03_2025,ГЕРМАНИЯ. БУНДЕСЛИГА-2,Пройссен Мюнстер,Нюрнберг,0,1,3.05,3.3,2.4,3,3,4,1.0,1.1,3.1,0.0,2.7,12.0,2.3,5,1,4,1.4,1.4,2.0,0.0,6.0,12.1,1.1,0,0,1,3.0,,0.0,3.0,15.0,0.0,,1,0,0,1.0,,0.0,7.0,20.0,1.0,,15,10,18
09_03_2025,ГЕРМАНИЯ. БУНДЕСЛИГА-2,Ян Регенсбург,Падерборн 07,0,0,4.9,3.85,1.7,3,1,6,1.1,2.0,2.1,0.0,3.6,11.8,1.0,4,3,3,1.4,1.0,1.9,0.1,6.3,9.5,1.5,1,0,2,0.3,,2.0,0.3,2.0,4.0,0.3,2,0,1,2.0,,1.3,0.0,3.0,2.3,0.7,18,5,18
09_03_2025,ГЕРМАНИЯ. БУНДЕСЛИГА-2,Ганновер 96,Айнтрахт Брауншвейг,1,1,1.65,4.05,5.1,3,5,2,1.1,1.2,1.7,0.0,3.8,10.5,1.7,3,3,4,0.8,1.2,2.8,0.1,4.7,11.3,0.9,1,2,2,0.6,,2.2,0.0,3.0,5.8,1.0,2,2,1,0.8,,3.4,0.0,3.2,4.8,0.0,7,16,18
09_03_2025,ИСПАНИЯ. СЕГУНДА,Тенерифе,Уэска,2,0,2.35,2.85,3.55,2,2,6,0.9,1.5,1.8,0.2,3.2,12.5,3.8,5,4,1,1.3,0.5,1.9,0.1,5.2,11.1,1.6,2,2,1,1.0,,2.4,0.0,4.2,6.8,2.2,1,2,2,0.4,,2.2,0.0,3.4,12.6,1.2,21,4,22
09_03_2025,ИСПАНИЯ. СЕГУНДА,Малага,Кадис,0,2,2.7,2.95,2.9,3,4,3,1.4,1.3,2.3,0.1,4.1,16.0,1.5,5,4,1,2.0,1.1,2.4,0.2,2.2,15.4,1.5,0,1,1,1.0,,0.0,0.0,2.0,10.0,2.0,1,1,0,2.0,,0.5,0.0,3.0,7.0,1.0,13,15,22
10_03_2025,ИСПАНИЯ. СЕГУНДА,Леванте,ФК Картахена,3,0,1.3,5.2,10.5,5,4,1,1.3,0.6,2.2,0.0,6.0,14.2,1.4,0,2,8,0.4,1.8,2.2,0.1,3.9,11.5,2.5,3,0,2,0.8,,2.8,0.0,4.0,6.8,1.2,2,0,3,0.6,,2.6,0.0,1.8,7.0,2.0,5,22,22
10_03_2025,ИСПАНИЯ. СЕГУНДА,Гранада,Расинг Ферроль,3,0,1.53,3.95,6.8,2,5,3,1.1,1.4,2.5,0.3,6.1,15.3,1.2,1,1,8,0.5,2.2,1.7,0.2,4.5,12.4,1.8,1,0,0,3.0,,0.0,7.0,16.0,0.0,,0,0,1,2.0,,0.0,7.0,16.0,1.0,,9,20,22
09_03_2025,ИТАЛИЯ. СЕРИЯ В,Специя,Пиза,3,2,2.05,3.2,3.95,3,5,2,1.4,1.0,3.2,0.1,5.1,17.3,1.4,6,2,2,1.3,0.7,1.9,0.1,4.8,14.8,0.8,1,2,0,1.7,,2.7,0.3,2.7,17.0,1.0,0,2,1,1.3,,4.0,0.0,8.0,10.7,1.3,3,2,20
09_03_2025,ИТАЛИЯ. СЕРИЯ В,Сассуоло,Бари,1,1,1.62,3.9,5.6,7,1,2,1.9,1.0,1.9,0.0,4.1,17.8,1.5,3,5,2,1.1,1.0,2.5,0.0,5.9,15.9,1.2,0,1,0,1.0,,1.0,3.0,14.0,0.0,,0,1,0,1.0,,0.0,13.0,11.0,1.0,,1,9,20
09_03_2025,ИТАЛИЯ. СЕРИЯ В,Читтаделла,Зюйдтироль,1,5,2.75,2.8,3.05,5,1,4,0.8,0.9,2.2,0.0,3.8,13.9,1.4,3,4,3,1.4,1.3,2.6,0.0,4.9,14.4,1.3,2,2,1,1.0,,2.8,0.0,5.6,16.4,0.6,1,2,2,1.0,,3.2,0.0,2.4,14.6,1.2,11,16,20
10_03_2025,АРГЕНТИНА. ПРЕМЬЕР-ЛИГА,Дефенса и Хустисия,Эстудиантес Ла-Плата,1,0,3.0,3.0,2.6,5,2,3,1.4,0.8,1.5,0.1,4.3,8.6,2.2,7,3,0,2.0,0.8,3.4,0.0,3.0,10.1,0.9,1,1,3,0.6,,2.4,0.2,2.4,8.8,0.4,3,1,1,1.0,,2.0,0.0,4.2,7.2,1.6,6,3,15
10_03_2025,АРГЕНТИНА. ПРЕМЬЕР-ЛИГА,Альдосиви,Тигре,0,2,3.0,2.9,2.7,2,2,6,1.0,1.8,1.5,0.0,4.6,10.1,1.4,7,0,3,1.3,0.7,2.5,0.0,4.0,12.1,1.3,1,0,0,,,,,,,,0,0,1,,,,,,,,15,4,15
10_03_2025,АРГЕНТИНА. ПРЕМЬЕР-ЛИГА,Ривер Плейт,Атлетико Тукуман,1,0,1.35,4.9,10.0,5,3,2,0.9,0.3,2.7,0.1,4.6,14.5,2.4,2,1,7,1.2,1.7,1.5,0.0,3.7,8.6,2.3,2,3,0,1.4,,1.2,0.0,2.8,5.6,0.8,0,3,2,0.6,,1.2,0.0,2.2,4.8,0.8,4,10,15
10_03_2025,АРГЕНТИНА. ПРЕМЬЕР-ЛИГА,Институто Кордоба,Годой-Крус,1,1,1.95,3.1,4.6,3,1,6,0.6,0.9,1.8,0.0,2.6,11.0,1.3,3,3,4,0.8,1.4,2.1,0.0,3.6,8.7,1.3,0,1,3,1.0,,2.5,0.0,4.5,8.5,1.5,3,1,0,2.5,,2.3,0.0,4.8,10.3,0.8,9,12,15
10_03_2025,АРГЕНТИНА. ПРЕМЬЕР-ЛИГА,Ньюэллс Олд Бойз,Бельграно,0,0,2.35,3.05,3.4,3,0,7,0.7,1.4,3.0,0.1,5.4,11.6,1.4,4,2,4,1.0,1.7,2.1,0.0,4.1,8.7,1.2,1,2,1,0.5,,1.5,0.0,3.8,5.5,0.3,1,2,1,0.5,,1.0,0.0,1.3,4.3,1.0,13,12,15
09_03_2025,США. MLS,ФК Даллас,Чикаго Файр,1,3,1.6,4.4,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09_03_2025,США. MLS,ФК Остин,Колорадо Рэпидс,0,1,1.68,3.95,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09_03_2025,США. MLS,Нэшвилл,Портленд Тимберс,2,0,1.7,3.85,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09_03_2025,США. MLS,Реал Солт Лейк,Сан-Диего ФК,1,3,1.75,3.75,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09_03_2025,США. MLS,Ванкувер Уайткэпс,ФК Монреаль,2,0,1.42,4.8,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09_03_2025,США. MLS,Сан-Хосе Эрсквейкс,Миннесота Юнайтед,0,1,2.4,3.5,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10_03_2025,США. MLS,Интер Майами,Шарлотт,1,0,1.5,4.7,5.6,8,2,0,2.4,0.9,1.5,0.2,3.1,6.8,0.5,5,3,2,1.3,0.8,1.0,0.0,1.9,4.3,0.4,3,2,1,1.8,,2.5,0.0,2.2,7.3,2.2,1,2,3,1.0,,1.5,0.2,2.7,8.5,0.3,9,10,30
10_03_2025,США. MLS,Лос-Анджелес Гэлакси,Сент-Луис Сити,0,3,1.88,3.8,3.9,3,2,5,0.9,1.3,0.8,0.0,1.2,4.6,0.4,3,4,3,1.1,1.0,0.9,0.0,1.4,5.6,0.9,1,3,2,2.0,,1.3,0.2,3.2,8.5,0.3,2,3,1,1.8,,2.7,0.0,2.3,7.2,1.3,30,24,30
