date,league,host,guest,h_res,g_res,b1,bX,b2,HA_win,HA_draw,HA_loss,HA_goal_avg,HA_loss_avg,HA_yellow,HA_red,HA_corner,HA_penalty,HA_offside,GA_win,GA_draw,GA_loss,GA_goal_avg,GA_loss_avg,GA_yellow,GA_red,GA_corner,GA_penalty,GA_offside,HJ_win,HJ_draw,HJ_loss,HJ_goal_avg,HJ_loss_avg,HJ_yellow,HJ_red,HJ_corner,HJ_penalty,HJ_offside,GJ_win,GJ_draw,GJ_loss,GJ_goal_avg,GJ_loss_avg,GJ_yellow,GJ_red,GJ_corner,GJ_penalty,GJ_offside,H_place,G_place,num_place
04_05_2025,ГЕРМАНИЯ. ОБЕРЛИГА. ЮЖНАЯ БАВАРИЯ,Тюркспор Аугсбург 1972,Эрльбах,0,0,4.8,3.7,1.65,2,3,5,0.7,2.6,,,,,,5,3,2,1.1,0.7,,,,,,1,1,3,0.6,,0.2,,1.2,,,3,1,1,1.0,,0.4,,0.2,,,12,4,17
04_05_2025,ГЕРМАНИЯ. ОБЕРЛИГА. СРЕДНИЙ РЕЙН,Фрехен,Фортуна 2 Кельн,2,0,2.13,4.0,2.75,4,3,3,2.0,1.7,,,,,,3,2,5,1.9,2.1,,,,,,2,1,2,1.2,,,,,,,2,1,2,0.6,,,,,,,6,8,16
04_05_2025,ГЕРМАНИЯ. ОБЕРЛИГА. ВЕСТФАЛЕН,АСК 09 Дортмунд,Вестфалия Ринерн,2,1,1.95,4.3,3.0,5,2,3,2.5,1.4,,,,,,5,2,3,1.8,1.1,,,,,,2,1,2,2.2,,,,,,,2,1,2,1.4,,,,,,,3,4,18
04_05_2025,ГЕРМАНИЯ. ОБЕРЛИГА. НИЖНЯЯ САКСОНИЯ,Лупо-Мартини Вольфсбург,Атлас Дельменхорст,1,3,2.9,3.75,2.15,7,1,2,2.5,1.3,,,,,,6,3,1,1.7,0.7,,,,,,1,0,2,1.3,,,,,,,2,0,1,2.0,,,,,,,10,3,18
04_05_2025,ГЕРМАНИЯ. ОБЕРЛИГА. НИЖНЯЯ САКСОНИЯ,ВФЛ Ольденбург,Форсфельде,3,0,2.35,3.75,2.55,2,1,7,0.8,2.0,,,,,,5,0,5,1.3,1.2,,,,,,0,1,2,1.7,,,,,,,2,1,0,4.0,,,,,,,18,17,18
04_05_2025,ГЕРМАНИЯ. ОБЕРЛИГА. НИЖНИЙ РЕЙН,Шварц-Вайс Эссен,Санкт Тениз,3,2,2.13,3.8,2.85,6,3,1,1.9,1.4,,,,,,6,2,2,2.7,1.5,,,,,,1,1,3,1.8,,,,,,,3,1,1,1.8,,,,,,,4,2,18
04_05_2025,ГЕРМАНИЯ. ОБЕРЛИГА. ШЛЕЗВИГ-ГОЛЬШТАЙН,Эккернферде,Хайдер,0,5,4.3,4.7,1.57,2,1,7,1.3,2.6,,,,,,5,3,2,2.4,1.8,,,,,,0,0,5,0.4,,0.8,,0.6,,,5,0,0,2.8,,0.2,,0.4,,,10,2,16
04_05_2025,ДАНИЯ. 1-Й ДИВИЗИОН. ПЛЕЙ-АУТ. ГРУППОВОЙ ЭТАП,Кеге,ФК Роскилле,4,3,2.05,3.65,3.1,2,4,4,0.8,1.5,,,,,,3,3,4,1.5,1.7,,,,,,2,1,1,1.3,,,,,,,1,1,2,0.8,,,,,,,5,6,6
04_05_2025,ДАНИЯ. 4-Й ДИВИЗИОН. ПЛЕЙ-ОФФ. ГРУППОВОЙ ЭТАП,Орхус Фремад 2,Хеденстед,2,2,2.8,3.9,2.13,3,5,2,1.6,1.4,,,,,,7,0,3,2.2,1.3,,,,,,3,2,0,1.6,,,,,,,0,2,3,0.6,,,,,,,8,3,10
04_05_2025,ДАНИЯ. 4-Й ДИВИЗИОН. ПЛЕЙ-АУТ. ГРУППОВОЙ ЭТАП,Рингкебинг,Б-1913,0,3,1.6,4.5,4.3,4,0,6,2.2,3.1,,,,,,4,1,5,1.7,2.0,,,,,,4,0,2,2.3,,,,,,,2,0,4,1.5,,,,,,,4,5,10
05_05_2025,ИЗРАИЛЬ. ПРЕМЬЕР-ЛИГА. ПЛЕЙ-ОФФ. ГРУППОВОЙ ЭТАП,Бейтар Иерусалим,Маккаби Нетания,0,3,1.5,4.4,5.2,5,2,3,2.0,1.3,,,,,,2,3,5,0.8,1.4,,,,,,6,2,2,2.0,,0.3,,0.7,1.1,0.1,2,2,6,1.1,,0.3,,1.1,1.0,0.0,4,6,6
04_05_2025,ИСПАНИЯ. ПРИМЕРА RFEF. ГРУППА 1,Луго,Барселона 2,0,4,2.15,3.45,3.1,4,0,6,1.0,1.5,,,,,,3,2,5,1.5,1.7,,,,,,0,2,1,0.7,,,,,,,1,2,0,1.0,,,,,,,14,19,20
04_05_2025,ИСПАНИЯ. ПРИМЕРА RFEF. ГРУППА 1,Унионистас Саламанка,Сестао,0,0,2.0,3.15,3.8,2,2,6,0.7,1.5,,,,,,4,4,2,1.7,1.4,,,,,,0,3,0,0.3,,,,,,,0,3,0,0.3,,,,,,,16,15,20
04_05_2025,ИСПАНИЯ. ПРИМЕРА RFEF. ГРУППА 1,ФК Андорра,Химнастик Таррагона,1,0,1.78,3.4,4.5,5,3,2,1.5,0.9,,,,,,5,2,3,2.2,1.2,,,,,,1,1,0,1.5,,,,,,,0,1,1,1.0,,,,,,,5,4,20
05_05_2025,ИСПАНИЯ. ПРИМЕРА RFEF. ГРУППА 1,Сельта 2,Осасуна 2,3,0,1.6,4.0,4.9,4,4,2,1.4,1.1,,,,,,3,4,3,1.4,1.5,,,,,,2,0,1,2.7,,,,,,,1,0,2,2.0,,,,,,,10,17,20
04_05_2025,ИСПАНИЯ. ПРИМЕРА RFEF. ГРУППА 2,Атлетико Мадрид 2,Фуэнлабрада,2,0,1.6,3.65,5.6,4,4,2,1.3,0.9,,,,,,2,4,4,1.3,1.3,,,,,,1,0,0,,,,,,,,0,0,1,,,,,,,,6,14,20
04_05_2025,ИСПАНИЯ. ПРИМЕРА RFEF. ГРУППА 2,Рекреативо,Ибица УД,0,0,3.2,3.1,2.25,2,4,4,0.5,1.3,,,,,,5,2,3,1.6,1.1,,,,,,1,1,1,1.0,,,,,,,1,1,1,1.7,,,,,,,19,3,20
04_05_2025,ИСПАНИЯ. ПРИМЕРА RFEF. ГРУППА 2,Интерсити,Мурсия,0,1,4.1,3.55,1.8,2,3,5,0.9,1.5,,,,,,5,2,3,1.5,0.9,,,,,,2,2,1,0.8,,0.2,,0.4,,,1,2,2,0.8,,0.2,,0.2,,,20,2,20
04_05_2025,ИСПАНИЯ. ПРИМЕРА RFEF. ГРУППА 2,Реал Мадрид 2,Марбелья,3,2,1.65,3.65,4.8,2,7,1,1.1,0.8,,,,,,4,2,4,1.2,1.3,,,,,,0,0,1,,,,,,,,1,0,0,,,,,,,,10,15,20
05_05_2025,ИСПАНИЯ. ПРИМЕРА RFEF. ГРУППА 2,Вильярреал 2,Эркулес,2,1,1.95,3.25,3.85,2,3,5,0.8,1.0,,,,,,3,3,4,1.4,1.4,,,,,,1,0,0,,,,,,,,0,0,1,,,,,,,,13,9,20
04_05_2025,ИСПАНИЯ. СЕГУНДА RFEF. ГРУППА 1,Лангрео,Ларедо,1,1,1.35,4.9,7.3,5,3,2,1.1,0.7,,,,,,1,2,7,0.6,2.2,,,,,,1,1,1,1.0,,0.7,,2.0,,,1,1,1,1.0,,2.0,,1.0,,,6,18,18
04_05_2025,ИСПАНИЯ. СЕГУНДА RFEF. ГРУППА 1,Компостела,Вальядолид 2,1,1,1.55,4.05,5.2,3,2,5,1.0,1.3,,,,,,4,0,6,1.5,1.8,,,,,,2,1,2,1.6,,,,,,,2,1,2,1.2,,,,,,,14,10,18
04_05_2025,ИСПАНИЯ. СЕГУНДА RFEF. ГРУППА 1,Нумансия,Реал Авилес,3,0,1.65,3.55,5.4,5,1,4,1.6,0.8,,,,,,5,4,1,1.4,0.8,,,,,,1,0,0,,,,,,,,0,0,1,,,,,,,,2,3,18
04_05_2025,ИСПАНИЯ. СЕГУНДА RFEF. ГРУППА 1,Гихуэло,Корухо,0,2,3.45,3.35,2.03,2,0,8,0.6,2.4,,,,,,3,4,3,0.9,0.8,,,,,,4,1,0,1.2,,,,,,,0,1,4,0.2,,,,,,,17,12,18
04_05_2025,ИСПАНИЯ. СЕГУНДА RFEF. ГРУППА 1,Понтеведра,Реал Авила,3,2,1.5,3.85,6.5,6,1,3,1.5,1.2,,,,,,3,3,4,0.8,1.0,,,,,,1,0,0,,,,,,,,0,0,1,,,,,,,,1,4,18
04_05_2025,ИСПАНИЯ. СЕГУНДА RFEF. ГРУППА 1,Эскобедо,Льянера,4,0,2.8,2.7,2.85,3,3,4,1.1,1.0,,,,,,4,4,2,1.3,1.0,,,,,,1,0,0,,,,,,,,0,0,1,,,,,,,,13,15,18
04_05_2025,ИСПАНИЯ. СЕГУНДА RFEF. ГРУППА 1,Марино Луанко,Саламанка,3,0,2.18,3.2,3.2,2,4,4,0.8,1.1,,,,,,4,1,5,1.1,1.3,,,,,,0,1,0,,,,,,,,0,1,0,,,,,,,,11,8,18
04_05_2025,ИСПАНИЯ. СЕГУНДА RFEF. ГРУППА 1,Депортиво Ла-Корунья 2,Химнастика Торрелавега,3,0,1.47,4.7,5.3,5,2,3,1.5,0.9,,,,,,3,3,4,1.6,1.3,,,,,,1,2,0,1.3,,,,,,,0,2,1,1.0,,,,,,,5,16,18
04_05_2025,ИСПАНИЯ. СЕГУНДА RFEF. ГРУППА 1,Райо Кантабрия,Бергантиньос,1,2,2.0,3.6,3.35,7,1,2,1.7,0.8,,,,,,5,2,3,1.4,1.2,,,,,,2,1,0,2.3,,,,,,,0,1,2,1.3,,,,,,,7,9,18
04_05_2025,ИСПАНИЯ. СЕГУНДА RFEF. ГРУППА 2,Исарра,Субиса,1,5,2.2,3.6,2.85,1,0,9,0.8,1.8,,,,,,3,1,6,1.1,1.5,,,,,,1,0,0,,,,,,,,0,0,1,,,,,,,,18,17,18
04_05_2025,ИСПАНИЯ. СЕГУНДА RFEF. ГРУППА 2,Герника,Реал Сосьедад 3,3,0,1.27,5.2,10.0,3,3,4,1.0,1.8,,,,,,3,0,7,1.0,1.7,,,,,,3,0,2,1.2,,,,,,,2,0,3,1.2,,,,,,,11,16,18
04_05_2025,ИСПАНИЯ. СЕГУНДА RFEF. ГРУППА 2,Туделано,Ангуиано,2,0,1.73,3.55,4.6,3,3,4,1.2,1.1,,,,,,2,2,6,0.7,1.5,,,,,,1,0,0,,,,,,,,0,0,1,,,,,,,,12,15,18
04_05_2025,ИСПАНИЯ. СЕГУНДА RFEF. ГРУППА 2,Утебо,Логроньес СД,2,1,3.4,3.45,2.0,5,3,2,1.4,0.9,,,,,,8,2,0,1.8,0.6,,,,,,1,0,0,,,,,,,,0,0,1,,,,,,,,4,2,18
04_05_2025,ИСПАНИЯ. СЕГУНДА RFEF. ГРУППА 2,Логроньес УД,Альфаро,1,0,1.27,4.8,12.0,3,3,4,0.9,0.6,,,,,,2,2,6,0.8,1.9,,,,,,0,1,0,,,,,,,,0,1,0,,,,,,,,6,10,18
04_05_2025,ИСПАНИЯ. СЕГУНДА RFEF. ГРУППА 2,Теруэль,Калаорра,1,0,2.95,3.4,2.25,6,2,2,1.5,0.7,,,,,,3,2,5,0.6,1.3,,,,,,0,0,1,,,,,,,,1,0,0,,,,,,,,5,13,18
04_05_2025,ИСПАНИЯ. СЕГУНДА RFEF. ГРУППА 2,Эхеа,Барбастро,0,0,3.65,3.4,1.95,1,6,3,1.0,1.2,,,,,,5,1,4,1.1,0.9,,,,,,0,1,2,1.0,,,,,,,2,1,0,2.3,,,,,,,7,14,18
04_05_2025,ИСПАНИЯ. СЕГУНДА RFEF. ГРУППА 2,Эйбар 2,Аренас Гечо,0,0,3.3,2.2,3.05,4,3,3,1.3,0.8,,,,,,7,2,1,1.7,0.6,,,,,,0,1,0,,,,,,,,0,1,0,,,,,,,,3,1,18
04_05_2025,ИСПАНИЯ. СЕГУНДА RFEF. ГРУППА 3,Торрент,Сант Андреу,2,1,1.87,3.6,3.75,4,3,3,1.3,1.0,,,,,,6,2,2,2.5,1.1,,,,,,0,1,2,0.3,,,,,,,2,1,0,2.0,,,,,,,6,2,18
04_05_2025,ИСПАНИЯ. СЕГУНДА RFEF. ГРУППА 3,Валенсия 2,Сабадель,0,3,2.6,3.1,2.65,5,2,3,1.5,1.1,,,,,,6,0,4,1.9,1.1,,,,,,0,1,0,,,,,,,,0,1,0,,,,,,,,5,4,18
04_05_2025,ИСПАНИЯ. СЕГУНДА RFEF. ГРУППА 3,Пенья Депортива,Эльче 2,1,1,2.1,3.3,3.3,1,5,4,1.0,1.4,,,,,,3,2,5,1.0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,15,9,18
04_05_2025,ИСПАНИЯ. СЕГУНДА RFEF. ГРУППА 3,Эуропа,Мальорка 2,5,0,1.27,5.2,9.5,8,1,1,1.6,0.6,,,,,,2,1,7,1.0,1.8,,,,,,1,0,0,,,,,,,,0,0,1,,,,,,,,1,17,18
04_05_2025,ИСПАНИЯ. СЕГУНДА RFEF. ГРУППА 3,Эспаньол 2,Корнелья,0,0,1.75,3.55,4.4,2,4,4,0.9,1.0,,,,,,4,1,5,1.6,1.7,,,,,,2,0,0,1.5,,,,,,,0,0,2,0.5,,,,,,,7,14,18
04_05_2025,ИСПАНИЯ. СЕГУНДА RFEF. ГРУППА 3,Атлетико Балеарес,Ибиса Ислас Питиусас,2,0,1.5,3.75,7.0,7,3,0,1.7,0.5,,,,,,6,1,3,1.4,1.0,,,,,,1,0,0,,,,,,,,0,0,1,,,,,,,,3,11,18
04_05_2025,ИСПАНИЯ. СЕГУНДА RFEF. ГРУППА 3,Террасса,Альсира,3,0,1.22,5.2,14.0,3,1,6,1.0,1.4,,,,,,0,1,9,0.3,2.5,,,,,,2,3,0,1.6,,,,,,,0,3,2,0.8,,,,,,,8,16,18
04_05_2025,ИСПАНИЯ. СЕГУНДА RFEF. ГРУППА 3,Андрайч,Льейда Эспортиу,3,1,3.75,2.85,2.15,8,1,1,1.6,0.7,,,,,,2,5,3,0.8,0.9,,,,,,0,0,3,0.7,,,,,,,3,0,0,3.0,,,,,,,10,12,18
04_05_2025,ИСПАНИЯ. СЕГУНДА RFEF. ГРУППА 3,Бадалона Футур,Олот,2,3,16.0,4.8,1.25,0,1,9,0.4,2.6,,,,,,5,2,3,1.2,1.0,,,,,,2,1,0,1.7,,,,,,,0,1,2,0.7,,,,,,,18,13,18
04_05_2025,ИСПАНИЯ. СЕГУНДА RFEF. ГРУППА 4,Линенсе Реал,Ла Унион Атлетико,2,1,5.7,3.1,1.7,1,2,7,0.3,1.2,,,,,,7,2,1,1.3,0.3,,,,,,3,0,0,1.3,,,,,,,0,0,3,0.3,,,,,,,15,1,18
04_05_2025,ИСПАНИЯ. СЕГУНДА RFEF. ГРУППА 4,Ориуэла,Альмерия 2,1,1,1.78,3.25,4.7,4,1,5,0.7,1.0,,,,,,4,2,4,1.0,1.3,,,,,,0,0,1,,,,,,,,1,0,0,,,,,,,,11,6,18
04_05_2025,ИСПАНИЯ. СЕГУНДА RFEF. ГРУППА 4,Агилас,Атлетико Антониано,0,2,2.08,2.95,3.85,4,2,4,0.8,1.0,,,,,,6,2,2,1.4,1.0,,,,,,1,1,1,1.7,,,,,,,1,1,1,1.3,,,,,,,7,4,18
04_05_2025,ИСПАНИЯ. СЕГУНДА RFEF. ГРУППА 4,КД Эстепона,Дон Бенито,1,1,1.3,3.95,19.0,7,2,1,1.5,0.8,,,,,,2,3,5,1.1,1.5,,,,,,2,1,0,1.3,,,,,,,0,1,2,0.3,,,,,,,5,18,18
04_05_2025,ИСПАНИЯ. СЕГУНДА RFEF. ГРУППА 4,Херес КД,Линарес,2,0,1.9,3.2,4.1,4,2,4,1.2,0.9,,,,,,3,4,3,1.2,0.9,,,,,,1,0,0,,,,,,,,0,0,1,,,,,,,,8,9,18
04_05_2025,ИСПАНИЯ. СЕГУНДА RFEF. ГРУППА 4,Хувентуд Торремолинос,Депортива Минера,5,0,1.25,4.5,17.0,8,0,2,1.7,0.7,,,,,,3,0,7,1.5,1.7,,,,,,1,0,0,,,,,,,,0,0,1,,,,,,,,2,10,18
04_05_2025,ИСПАНИЯ. СЕГУНДА RFEF. ГРУППА 4,Вильяновенсе,Гранада 2,4,0,1.15,5.8,24.0,4,2,4,0.6,0.7,,,,,,2,1,7,0.7,1.6,,,,,,0,1,0,,,,,,,,0,1,0,,,,,,,,14,17,18
04_05_2025,ИСПАНИЯ. СЕГУНДА RFEF. ГРУППА 4,УКАМ Мурсия,Херес Депортиво,3,0,1.3,4.2,12.5,5,3,2,1.5,0.8,,,,,,5,1,4,1.0,1.3,,,,,,3,0,0,2.3,,,,,,,0,0,3,0.3,,,,,,,3,12,18
04_05_2025,ИСПАНИЯ. СЕГУНДА RFEF. ГРУППА 4,Кадис 2,Депортиво Сан-Фернандо,2,0,4.0,3.2,1.92,2,3,5,0.9,1.2,,,,,,1,4,5,0.5,1.0,,,,,,1,0,0,,,,,,,,0,0,1,,,,,,,,16,13,18
04_05_2025,ИСПАНИЯ. СЕГУНДА RFEF. ГРУППА 5,Касереньо,Хетафе 2,3,0,2.5,2.7,3.25,7,3,0,2.1,0.8,,,,,,3,2,5,1.2,1.4,,,,,,0,3,0,1.0,,,,,,,0,3,0,1.0,,,,,,,2,4,18
04_05_2025,ИСПАНИЯ. СЕГУНДА RFEF. ГРУППА 5,Унион Адарве,Депортиво Кория,3,1,3.2,3.7,2.02,1,4,5,0.3,0.7,,,,,,4,4,2,1.4,1.1,,,,,,1,0,2,0.7,,1.0,,2.0,,,2,0,1,1.0,,1.7,,1.0,,,14,7,18
04_05_2025,ИСПАНИЯ. СЕГУНДА RFEF. ГРУППА 5,Сан-Себастьян Рейес,Навалькарнеро,2,0,4.7,3.6,1.7,6,2,2,1.5,1.1,,,,,,6,1,3,1.4,1.0,,,,,,0,2,1,0.3,,,,,,,1,2,0,1.0,,,,,,,9,5,18
04_05_2025,ИСПАНИЯ. СЕГУНДА RFEF. ГРУППА 5,Реал Мадрид 3,Ильескас,2,1,1.25,5.0,11.0,4,3,3,1.0,0.8,,,,,,2,3,5,1.0,1.5,,,,,,1,0,0,,,,,,,,0,0,1,,,,,,,,13,16,18
04_05_2025,ИСПАНИЯ. СЕГУНДА RFEF. ГРУППА 5,Талавера,Мостолес,1,0,1.27,5.9,8.0,5,3,2,1.6,0.6,,,,,,5,0,5,2.1,1.6,,,,,,1,0,0,,,,,,,,0,0,1,,,,,,,,3,15,18
04_05_2025,ИСПАНИЯ. СЕГУНДА RFEF. ГРУППА 5,Мелилья,Атлетико Пасо,2,2,1.5,3.7,6.8,3,3,4,1.2,1.4,,,,,,2,4,4,1.0,1.4,,,,,,2,1,0,2.0,,,,,,,0,1,2,1.0,,,,,,,11,18,18
04_05_2025,ИСПАНИЯ. СЕГУНДА RFEF. ГРУППА 5,Гвадалахара,Колония Москардо,2,3,2.08,3.95,2.9,5,3,2,1.3,0.9,,,,,,2,3,5,1.0,1.9,,,,,,1,0,0,,,,,,,,0,0,1,,,,,,,,1,12,18
04_05_2025,ИСПАНИЯ. СЕГУНДА RFEF. ГРУППА 5,Тенерифе 2,Райо Махадахонда,2,4,4.3,3.75,1.7,1,3,6,0.9,1.7,,,,,,3,5,2,0.7,0.6,,,,,,0,0,1,,,,,,,,1,0,0,,,,,,,,8,6,18
04_05_2025,ИСПАНИЯ. СЕГУНДА RFEF. ГРУППА 5,Унион Сур Яиса,Конкенсе,3,3,2.65,3.0,2.7,1,4,5,0.4,1.3,,,,,,4,2,4,0.7,1.0,,,,,,0,0,1,,,,,,,,1,0,0,,,,,,,,17,10,18
04_05_2025,ИТАЛИЯ. СЕРИЯ D,Сан-Донато Таварнелле,Фламиния,3,1,2.55,3.3,2.55,4,3,3,1.0,0.7,,,,,,6,3,1,1.9,1.0,,,,,,1,0,0,,,,,,,,0,0,1,,,,,,,,10,13,18
04_05_2025,ИТАЛИЯ. СЕРИЯ D,Санджованнезе,Террануова Траяна,0,1,2.1,3.4,3.25,1,3,6,1.0,1.6,,,,,,3,5,2,0.8,0.8,,,,,,0,2,2,0.5,,,,,,,2,2,0,1.3,,,,,,,15,16,18
04_05_2025,ИТАЛИЯ. СЕРИЯ D,Саррабус Ольястра,Сарнезе,1,2,3.0,3.25,2.3,3,3,4,1.4,1.8,,,,,,6,3,1,1.9,1.1,,,,,,1,0,0,,,,,,,,0,0,1,,,,,,,,16,3,18
04_05_2025,ИТАЛИЯ. СЕРИЯ D,Камподарсего,Адриезе,1,3,2.3,3.25,2.95,2,6,2,1.1,1.0,,,,,,5,2,3,1.6,1.1,,,,,,3,2,1,1.7,,,,,,,1,2,3,1.2,,,,,,,5,4,20
04_05_2025,ИТАЛИЯ. СЕРИЯ D,Виртус Франкавилла,Удженто,1,1,3.3,3.7,1.95,2,5,3,1.4,1.2,,,,,,4,1,5,1.2,1.7,,,,,,0,0,1,,,,,,,,1,0,0,,,,,,,,8,14,18
04_05_2025,ИТАЛИЯ. СЕРИЯ D,Читта-ди-Фазано,АКД Нардо,4,2,2.15,3.2,3.25,5,2,3,1.7,1.1,,,,,,3,2,5,1.0,1.3,,,,,,1,2,2,0.8,,0.8,,0.8,,,2,2,1,1.6,,0.4,,1.0,,,6,7,18
04_05_2025,ИТАЛИЯ. СЕРИЯ D,Трестина,Орвиетана,0,0,3.15,3.25,2.2,4,3,3,0.9,0.9,,,,,,6,2,2,1.8,1.1,,,,,,2,0,3,0.8,,,,,,,3,0,2,1.0,,,,,,,14,5,18
04_05_2025,ИТАЛИЯ. СЕРИЯ D,Кьери,Боргаро Нобис,3,1,1.85,3.45,3.95,2,5,3,1.0,1.0,,,,,,3,1,6,0.9,1.8,,,,,,0,0,1,,,,,,,,1,0,0,,,,,,,,18,17,19
04_05_2025,ИТАЛИЯ. СЕРИЯ D,Паганезе,Латте Дольче,1,1,1.75,3.55,4.5,5,1,4,1.2,0.9,,,,,,3,2,5,1.3,1.7,,,,,,0,0,1,,,,,,,,1,0,0,,,,,,,,6,11,18
04_05_2025,ИТАЛИЯ. СЕРИЯ D,Гроссето,Сиена,1,1,2.4,3.2,2.85,2,4,4,1.0,1.3,,,,,,3,3,4,1.4,1.5,,,,,,1,0,0,,,,,,,,0,0,1,,,,,,,,7,6,18
04_05_2025,ИТАЛИЯ. СЕРИЯ D,Гоццано,Читта-ди-Варезе,1,1,1.73,3.55,4.5,7,3,0,1.6,0.6,,,,,,2,3,5,0.8,1.1,,,,,,0,1,2,1.0,,,,,,,2,1,0,1.7,,,,,,,3,6,19
04_05_2025,ИТАЛИЯ. СЕРИЯ D,Сан Николо,Кьети,2,1,2.6,3.25,2.6,6,1,3,1.5,1.2,,,,,,5,2,3,1.3,1.3,,,,,,1,2,2,1.0,,,,,,,2,2,1,1.2,,,,,,,14,4,18
04_05_2025,ИТАЛИЯ. СЕРИЯ D,Фоссомброне,Изерния,1,0,1.8,3.55,4.1,3,5,2,1.3,1.0,,,,,,4,2,4,1.2,1.2,,,,,,1,0,0,,,,,,,,0,0,1,,,,,,,,5,17,18
04_05_2025,ИТАЛИЯ. СЕРИЯ D,Лаваньезе,Салуццо,0,0,1.78,3.4,4.5,7,2,1,1.4,0.7,,,,,,4,4,2,1.1,0.8,,,,,,1,1,0,1.5,,,,,,,0,1,1,0.5,,,,,,,4,9,19
04_05_2025,ИТАЛИЯ. СЕРИЯ D,Читтаделла Вис Модена,Туттокуойо,1,1,1.8,3.55,4.05,4,3,3,1.5,1.1,,,,,,2,4,4,1.1,1.2,,,,,,0,0,1,,,,,,,,1,0,0,,,,,,,,7,10,18
04_05_2025,ИТАЛИЯ. ДО 20 ЛЕТ. ПРИМАВЕРА,Милан U20,Удинезе U20,4,0,1.03,20.0,23.0,3,2,5,0.9,1.5,,,,,,1,1,8,0.6,3.3,,,,,,3,0,0,2.7,,,,,,,0,0,3,0.7,,,,,,,7,20,20
04_05_2025,ИТАЛИЯ. ДО 20 ЛЕТ. ПРИМАВЕРА,Сампдория U20,Лацио U20,0,0,5.7,4.4,1.47,1,3,6,1.0,2.2,,,,,,5,2,3,1.5,1.3,,,,,,0,0,3,1.0,,,,,,,3,0,0,2.3,,,,,,,19,9,20
04_05_2025,ИТАЛИЯ. ДО 20 ЛЕТ. ПРИМАВЕРА,Чезена U20,Верона U20,0,5,2.75,3.6,2.25,6,2,2,1.9,1.3,,,,,,6,1,3,1.8,0.7,,,,,,0,1,3,0.3,,,,,,,3,1,0,1.5,,,,,,,13,6,20
04_05_2025,КИПР. 1-Й ДИВИЗИОН. ПЛЕЙ-ОФФ. ГРУППОВОЙ ЭТАП,АЕК Ларнака,АПОЭЛ Никосия,3,0,1.85,3.75,4.15,2,6,2,0.9,0.9,1.6,0.0,5.1,13.7,0.8,3,3,4,0.7,1.1,2.1,0.2,6.2,16.1,1.5,3,4,3,1.1,,1.7,0.0,1.3,4.7,0.3,3,4,3,1.3,,1.7,0.0,0.6,4.9,0.5,3,5,6
04_05_2025,КИПР. 1-Й ДИВИЗИОН. ПЛЕЙ-ОФФ. ГРУППОВОЙ ЭТАП,ФК Пафос,Арис Лимасол,4,0,2.25,3.35,3.25,5,2,3,1.4,1.3,2.2,0.1,5.2,11.6,1.4,6,1,3,1.6,0.8,2.6,0.0,4.8,12.2,1.7,4,4,2,1.0,,1.6,0.0,1.8,4.2,1.2,2,4,4,0.9,,2.9,0.0,1.0,4.7,0.3,1,2,6
04_05_2025,КИПР. 1-Й ДИВИЗИОН. ПЛЕЙ-ОФФ. ГРУППОВОЙ ЭТАП,Омония Никосия,Аполлон Лимасол,1,0,1.7,3.75,5.1,3,4,3,1.3,1.3,2.2,0.0,2.5,10.3,1.2,2,4,4,1.1,1.4,2.2,0.0,4.5,11.0,1.0,4,1,5,1.4,,1.6,0.1,2.0,3.9,0.7,5,1,4,1.5,,1.2,0.0,2.6,3.8,0.3,4,6,6
04_05_2025,КОСОВО. СУПЕРЛИГА,Сухарека,ФК Феризай,1,2,2.9,3.35,2.3,2,1,7,0.9,2.2,,,,,,6,1,3,1.2,0.9,,,,,,1,1,1,0.7,,,,,,,1,1,1,1.0,,,,,,,9,4,10
04_05_2025,КОСОВО. СУПЕРЛИГА,Дрита,Лапи,1,0,1.47,3.95,6.9,5,1,4,1.3,0.9,,,,,,6,2,2,1.7,1.0,,,,,,6,0,4,1.2,,0.4,,0.4,,,4,0,6,0.8,,0.5,,0.1,,,1,8,10
04_05_2025,ЛАТВИЯ. 1-Я ЛИГА,Рига 2,Сканстес,0,1,2.8,3.9,2.15,3,4,3,1.7,1.8,,,,,,4,2,4,1.6,1.4,,,,,,4,1,1,1.5,,,,,,,1,1,4,0.2,,,,,,,12,10,14
04_05_2025,ЛАТВИЯ. 1-Я ЛИГА,ФК Смилтене-ДЮСШ,Олайне,4,2,2.4,3.8,2.5,2,2,6,1.1,1.9,,,,,,3,1,6,1.1,2.7,,,,,,1,1,4,0.7,,,,,,,4,1,1,2.7,,,,,,,11,14,14
04_05_2025,ЛИТВА. 1-Я ЛИГА,Экранас,Жальгирис Вильнюс 2,1,1,1.95,4.7,2.8,4,1,5,3.4,1.6,,,,,,5,3,2,1.9,1.2,,,,,,2,1,0,2.0,,1.3,,2.7,,,0,1,2,1.0,,0.3,,1.3,,,12,9,16
04_05_2025,НОРВЕГИЯ. 1-Й ДИВИЗИОН,Стабек,Шейд,1,0,1.38,4.7,6.8,5,1,4,2.0,1.5,0.5,0.0,0.8,0.3,0.0,1,1,8,1.5,3.4,0.8,0.0,0.3,1.1,0.3,,,,,,,,,,,,,,,,,,,,,13,16,16
